2451544.500000000, -2.653701784516897E+07,  1.459678482692442E+08,  3.069489151737094E+04, -3.012437848623904E+01, -5.282767063290617E+00, -1.209834683695288E-04
2451545.500000000, -2.913566483978422E+07,  1.454886616817504E+08,  3.068444103574008E+04, -3.002792585771860E+01, -5.809231446261431E+00, -1.209275070328530E-04
2451546.500000000, -3.172557410353457E+07,  1.449640645597607E+08,  3.067399496302009E+04, -2.992212161014018E+01, -6.333908195863402E+00, -1.208812986144281E-04
2451547.500000000, -3.430593910766499E+07,  1.443942187710581E+08,  3.066355248874426E+04, -2.980699989219891E+01, -6.856625747737096E+00, -1.208440655107168E-04
2451548.500000000, -3.687595641819733E+07,  1.437793009774756E+08,  3.065311287558079E+04, -2.968259819091428E+01, -7.377213223350966E+00, -1.208149214746435E-04
2451549.500000000, -3.943482598365153E+07,  1.431195025725317E+08,  3.064267546129972E+04, -2.954895731489905E+01, -7.895500502027687E+00, -1.207930425382031E-04
2451550.500000000, -4.198175142124623E+07,  1.424150296128312E+08,  3.063223964624107E+04, -2.940612137590777E+01, -8.411318293217018E+00, -1.207778282834582E-04
2451551.500000000, -4.451594030143526E+07,  1.416661027432155E+08,  3.062180486819893E+04, -2.925413776879712E+01, -8.924498208854189E+00, -1.207690303957065E-04
2451552.500000000, -4.703660443064943E+07,  1.408729571156673E+08,  3.061137056828290E+04, -2.909305715003421E+01, -9.434872835547525E+00, -1.207668275902130E-04
2451553.500000000, -4.954296013212261E+07,  1.400358423019958E+08,  3.060093615312874E+04, -2.892293341486862E+01, -9.942275806317062E+00, -1.207718355171750E-04
2451554.500000000, -5.203422852469185E+07,  1.391550222003523E+08,  3.059050095934421E+04, -2.874382367328088E+01, -1.044654187163271E+01, -1.207850395053001E-04
2451555.500000000, -5.450963579946780E+07,  1.382307749356531E+08,  3.058006422684342E+04, -2.855578822471060E+01, -1.094750696925902E+01, -1.208076711010087E-04
2451556.500000000, -5.696841349426933E+07,  1.372633927540272E+08,  3.056962508484721E+04, -2.835889053161133E+01, -1.144500829283359E+01, -1.208410247572900E-04
